method,dataset,partition_type,dirichlet_alpha,quantity_beta,feature_sigma,num_clients,partition_mean_pairwise_hellinger,partition_mean_client_to_global_hellinger,round,selected_clients,avg_selected_client_train_loss,global_test_loss,global_test_accuracy,global_test_examples,convergence_round,communication_cost_mb,per_client_accuracy_distribution,per_client_acc_mean,per_client_acc_std,per_client_acc_min,per_client_acc_max,per_client_accuracy_variance,fairness_gap
fedavg,cifar100,dirichlet,1000,,,10,0.071622,0.048081,1,1 0 4 9 6,4.245682,4.04034,0.1194,10000,,30.177155,0.112042 0.144855 0.117227 0.111340 0.110178 0.125000 0.116397 0.118708 0.126908 0.109548,0.11922,0.010251,0.109548,0.144855,0.000105,0.035307
fedavg,cifar100,dirichlet,1000,,,10,0.071622,0.048081,2,2 1 8 4 3,3.344564,3.276282,0.2172,10000,,60.354309,0.215707 0.216783 0.223242 0.196907 0.220357 0.247159 0.231781 0.207977 0.209924 0.201005,0.217084,0.014039,0.196907,0.247159,0.000197,0.050252
fedavg,cifar100,dirichlet,1000,,,10,0.071622,0.048081,3,0 9 1 7 6,2.483092,2.986885,0.2838,10000,,90.531464,0.268063 0.290709 0.294597 0.279381 0.295908 0.294508 0.287449 0.276353 0.265267 0.286432,0.283867,0.010545,0.265267,0.295908,0.000111,0.03064
fedavg,cifar100,dirichlet,1000,,,10,0.071622,0.048081,4,8 0 3 5 6,1.628533,3.155019,0.3047,10000,,120.708618,0.293194 0.322677 0.314985 0.290722 0.318993 0.318182 0.312753 0.292498 0.278626 0.305528,0.304816,0.014272,0.278626,0.322677,0.000204,0.044051
fedavg,cifar100,dirichlet,1000,,,10,0.071622,0.048081,5,8 6 3 7 4,1.1451,3.405781,0.3049,10000,,150.885773,0.302618 0.316683 0.306830 0.302062 0.328437 0.322917 0.304656 0.288699 0.279580 0.298492,0.305097,0.014067,0.27958,0.328437,0.000198,0.048856
fedavg,cifar100,dirichlet,1000,,,10,0.071622,0.048081,6,4 0 2 5 3,0.952775,3.600593,0.3186,10000,,181.062927,0.306806 0.318681 0.330275 0.315464 0.323190 0.346591 0.330972 0.299145 0.300573 0.314573,0.318627,0.014009,0.299145,0.346591,0.000196,0.047446
fedavg,cifar100,dirichlet,1000,,,10,0.071622,0.048081,7,5 4 2 1 7,0.806527,3.6939,0.3221,10000,,211.240082,0.312042 0.339660 0.333333 0.321649 0.332634 0.336174 0.315789 0.301994 0.300573 0.328643,0.322249,0.013398,0.300573,0.33966,0.00018,0.039088
fedavg,cifar100,dirichlet,1000,,,10,0.071622,0.048081,8,1 9 6 0 2,0.76011,3.680217,0.3342,10000,,241.417236,0.318325 0.358641 0.347604 0.336082 0.351522 0.325758 0.339069 0.322887 0.311069 0.333668,0.334462,0.014458,0.311069,0.358641,0.000209,0.047573
fedavg,cifar100,dirichlet,1000,,,10,0.071622,0.048081,9,5 4 0 9 3,0.519633,4.187462,0.3374,10000,,271.594391,0.322513 0.354645 0.342508 0.339175 0.360965 0.350379 0.352227 0.317189 0.312977 0.323618,0.33762,0.01639,0.312977,0.360965,0.000269,0.047988
fedavg,cifar100,dirichlet,1000,,,10,0.071622,0.048081,10,8 1 6 0 4,0.5142,4.414694,0.336,10000,,301.771545,0.335079 0.355644 0.337411 0.339175 0.353620 0.329545 0.338057 0.314340 0.327290 0.332663,0.336282,0.011448,0.31434,0.355644,0.000131,0.041304
fedavg,cifar100,dirichlet,1000,,,10,0.071622,0.048081,11,4 5 3 8 0,0.400482,4.717923,0.3374,10000,,331.9487,0.319372 0.337662 0.343527 0.345361 0.349423 0.348485 0.337045 0.323837 0.341603 0.327638,0.337395,0.009952,0.319372,0.349423,9.9e-05,0.030051
fedavg,cifar100,dirichlet,1000,,,10,0.071622,0.048081,12,0 3 4 9 1,0.381563,4.584628,0.3368,10000,,362.125854,0.322513 0.348651 0.348624 0.337113 0.346275 0.345644 0.343117 0.317189 0.325382 0.334673,0.336918,0.011008,0.317189,0.348651,0.000121,0.031462
fedavg,cifar100,dirichlet,1000,,,10,0.071622,0.048081,13,1 6 4 3 5,0.347639,4.870681,0.3393,10000,,392.303009,0.319372 0.350649 0.355759 0.338144 0.352571 0.344697 0.343117 0.322887 0.344466 0.321608,0.339327,0.012756,0.319372,0.355759,0.000163,0.036388
fedavg,cifar100,dirichlet,1000,,,10,0.071622,0.048081,14,5 2 9 8 1,0.449029,4.704497,0.3472,10000,,422.480164,0.322513 0.336663 0.373089 0.348454 0.351522 0.357955 0.364372 0.332384 0.343511 0.341709,0.347217,0.014439,0.322513,0.373089,0.000208,0.050576
fedavg,cifar100,dirichlet,1000,,,10,0.071622,0.048081,15,4 1 2 9 5,0.304952,5.054346,0.3431,10000,,452.657318,0.331937 0.358641 0.351682 0.331959 0.356768 0.367424 0.339069 0.326686 0.333015 0.333668,0.343085,0.013486,0.326686,0.367424,0.000182,0.040739
fedavg,cifar100,dirichlet,1000,,,10,0.071622,0.048081,16,3 2 7 9 8,0.439893,5.013415,0.3465,10000,,482.834473,0.323560 0.358641 0.375127 0.347423 0.353620 0.357955 0.351215 0.331434 0.333015 0.333668,0.346566,0.015072,0.32356,0.375127,0.000227,0.051567
fedavg,cifar100,dirichlet,1000,,,10,0.071622,0.048081,17,8 3 5 6 0,0.32781,5.259326,0.3467,10000,,513.011627,0.330890 0.353646 0.366972 0.337113 0.352571 0.344697 0.365385 0.329535 0.334924 0.352764,0.34685,0.012878,0.329535,0.366972,0.000166,0.037438
