method,dataset,partition_type,dirichlet_alpha,quantity_beta,feature_sigma,num_clients,partition_mean_pairwise_hellinger,partition_mean_client_to_global_hellinger,round,selected_clients,avg_selected_client_train_loss,global_test_loss,global_test_accuracy,global_test_examples,convergence_round,communication_cost_mb,per_client_accuracy_distribution,per_client_acc_mean,per_client_acc_std,per_client_acc_min,per_client_acc_max,per_client_accuracy_variance,fairness_gap
fedavg,cifar100,dirichlet,0.03,,,10,0.954652,0.765542,1,1 0 4 9 6,2.110261,4.578112,0.0127,10000,,30.177155,0.002497 0.002283 0.001267 0.003431 0.155763 0.003356 0.002296 0.003273 0.001494 0.008347,0.018401,0.045826,0.001267,0.155763,0.0021,0.154496
fedavg,cifar100,dirichlet,0.03,,,10,0.954652,0.765542,2,2 1 8 4 3,1.624806,4.298283,0.0864,10000,,60.354309,0.056180 0.111872 0.054499 0.074614 0.165109 0.022371 0.103330 0.031915 0.124720 0.207012,0.095162,0.05614,0.022371,0.207012,0.003152,0.18464
fedavg,cifar100,dirichlet,0.03,,,10,0.954652,0.765542,3,0 9 1 7 6,1.047912,3.834277,0.1383,10000,,90.531464,0.112360 0.086758 0.230672 0.147513 0.250779 0.027964 0.206659 0.104746 0.118745 0.200334,0.148653,0.067624,0.027964,0.250779,0.004573,0.222815
fedavg,cifar100,dirichlet,0.03,,,10,0.954652,0.765542,4,8 0 3 5 6,0.808642,3.603946,0.1765,10000,,120.708618,0.180400 0.050228 0.245881 0.189537 0.258567 0.111857 0.238806 0.099018 0.187453 0.285476,0.184722,0.072844,0.050228,0.285476,0.005306,0.235247
fedavg,cifar100,dirichlet,0.03,,,10,0.954652,0.765542,5,8 6 3 7 4,0.578157,3.57168,0.216,10000,,150.885773,0.161049 0.179224 0.267427 0.293310 0.294393 0.182327 0.222732 0.142390 0.267364 0.190317,0.220053,0.053731,0.14239,0.294393,0.002887,0.152003
fedavg,cifar100,dirichlet,0.03,,,10,0.954652,0.765542,6,4 0 2 5 3,0.394198,3.653639,0.2235,10000,,181.062927,0.175406 0.197489 0.275032 0.281304 0.238318 0.189038 0.169920 0.212766 0.231516 0.327212,0.2298,0.048789,0.16992,0.327212,0.00238,0.157292
fedavg,cifar100,dirichlet,0.03,,,10,0.954652,0.765542,7,5 4 2 1 7,0.354222,3.536699,0.2418,10000,,211.240082,0.243446 0.347032 0.185044 0.297599 0.274143 0.145414 0.223881 0.216858 0.248693 0.220367,0.240248,0.054013,0.145414,0.347032,0.002917,0.201618
fedavg,cifar100,dirichlet,0.03,,,10,0.954652,0.765542,8,1 9 6 0 2,0.334512,3.311138,0.2629,10000,,241.417236,0.224719 0.267123 0.261090 0.244425 0.302181 0.195749 0.393800 0.327332 0.191934 0.292154,0.270051,0.05877,0.191934,0.3938,0.003454,0.201866
fedavg,cifar100,dirichlet,0.03,,,10,0.954652,0.765542,9,5 4 0 9 3,0.235167,3.449548,0.2639,10000,,271.594391,0.228464 0.340183 0.271229 0.309605 0.207165 0.203579 0.168772 0.285597 0.271845 0.375626,0.266207,0.061715,0.168772,0.375626,0.003809,0.206855
fedavg,cifar100,dirichlet,0.03,,,10,0.954652,0.765542,10,8 1 6 0 4,0.242548,3.409059,0.2812,10000,,301.771545,0.231586 0.231735 0.268695 0.245283 0.294393 0.256152 0.383467 0.352700 0.277072 0.310518,0.28516,0.048422,0.231586,0.383467,0.002345,0.151882
